,1,2,3,4,5,6,7,8,9,10,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.64
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.86
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.92
3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09
4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.52
5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45
6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38
7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84
9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35
10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.16
11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16
12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38
13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11
14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08
15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.988
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.84
17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.17
18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.15
19,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.37
20,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.35
21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.12
22,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.23
23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.718
24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.09
25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.26
26,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.41
27,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.784
