,1,2,3,4,5,6,7,8,9,10,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.64
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0209
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759
3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142
4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.273
5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.307
6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.226
7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.161
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102
9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0856
10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841
11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0329
12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.258
13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373
14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285
15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.425
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00902
17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0459
18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0914
19,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17
20,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.235
21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.291
22,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.17
23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.114
24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.101
25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0088
26,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.204
27,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0689
